568000000.0 99.54498134999777 -183.55361144408394
568600000.0 83.44768587832482 -188.69972506198314
569200000.0 67.18232109161958 -192.4637959033297
569800000.0 50.86423004562942 -194.86943867318755
570400000.0 34.6017696541971 -195.94905610872365
571000000.0 18.495897926433674 -195.74257472033466
571600000.0 2.6399495331854395 -194.2962347713744
572200000.0 -12.88042547633345 -191.6614560250762
572800000.0 -27.987185634187497 -187.8937946218519
573400000.0 -42.609710051186255 -183.0520009348333
574000000.0 -56.684522509824674 -177.1971834976962
574600000.0 -70.15494982075097 -170.39208014884028
575200000.0 -82.97073435759806 -162.70043437684248
575800000.0 -95.08761825310694 -154.18647243115547
576400000.0 -106.46691427594112 -144.91447500239028
577000000.0 -117.07507602233085 -134.94843608644334
577600000.0 -126.88327782718919 -124.35180093072212
578200000.0 -135.86701277463263 -113.18727462463137
578800000.0 -144.00571539411538 -101.516692853394
579400000.0 -151.2824140739927 -89.40094650571707
580000000.0 -157.6834169035285 -76.89995214478708
580600000.0 -163.19803355275457 -64.0726607620689
581200000.0 -167.8183348955537 -50.97709768812889
581800000.0 -171.5389513497723 -37.67042699891325
582400000.0 -174.35691032228402 -24.209034201337715
583000000.0 -176.27151267864505 -10.648621389402305
583600000.0 -177.28424777950354 2.9556905816764725
584200000.0 -177.39874631276814 16.549258058737205
584800000.0 -176.62076987692822 30.077813611106805
585400000.0 -174.95823601369568 43.48737285227919
586000000.0 -172.42127712566074 56.72415368615942
586600000.0 -169.0223314274057 69.73451252640291
587200000.0 -164.77626374881234 82.46490199631755
587800000.0 -159.70051362178754 94.86185459445599
588400000.0 -153.8152676234647 106.87199678839566
589000000.0 -147.1436524107371 118.44209795451582
589600000.0 -139.7119442566752 129.5191584897899
590200000.0 -131.5497901882249 140.05054125449084
590800000.0 -122.69043503095494 149.98415023136158
591400000.0 -113.17094780252543 159.26865987516393
592000000.0 -103.03243998114652 167.85379804237084
592600000.0 -92.32026723817937 175.69068460197275
593200000.0 -81.08420530398351 182.7322268049321
593800000.0 -69.37858978374908 188.93357120706222
594400000.0 -57.262409016143785 194.25261038254595
595000000.0 -44.7993385440464 198.65054082936675
595600000.0 -32.05770552266542 202.09246636609524
596200000.0 -19.11037151160266 204.54803898512156
596800000.0 -6.034522669089972 205.99212661635949
597400000.0 7.088642530402052 206.40549465141498
598000000.0 20.174336233106025 205.77548549079648
598600000.0 33.13472063035697 204.09667794365055
599200000.0 45.87956670044588 201.37150619028935
599800000.0 58.31703146209609 197.61081638895834
600400000.0 70.35454873910828 192.83433805231329
601000000.0 81.89982380854813 187.07104721088652
601600000.0 92.86191742649362 180.3593992727578
602200000.0 103.15239982798168 172.74741149208356
602800000.0 112.68655065511814 164.2925781275119
603400000.0 121.38457667887047 155.06160568618765
604000000.0 129.17281595153003 145.12996100648655
604600000.0 135.9848949424222 134.5812311433409
605200000.0 141.76280450772848 123.50630080947623
605800000.0 146.45786139038938 112.00236015023607
606400000.0 150.0315244073894 100.17176249620123
607000000.0 152.45603851808926 88.12075803426697
607600000.0 153.71488542272954 75.95813466740526
608200000.0 153.8030259494268 63.79380134780237
608800000.0 152.72692689514986 51.73735160133715
